"pitch_type","batter_num","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeCH","prev_pitch_typeCU","prev_pitch_typeFF","prev_pitch_typeFT","prev_pitch_typePO","prev_pitch_typeSL","prevprev_pitch_type0","prevprev_pitch_typeCH","prevprev_pitch_typeCU","prevprev_pitch_typeFF","prevprev_pitch_typeFT","prevprev_pitch_typeSL"
"FF",21,"1","0",5,"3","1",1,1,0,0,1,0,0,0.148,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"FF",9,"1","1",1,"0","0",1,1,0,1,-5,4.67,1,0.111,0,-1,5,3,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",1,"1","0",1,"0","1",0,0,0,0,0,2.96,43,0.306,12,1,3,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FT",28,"1","0",7,"1","0",1,1,0,0,6,2.57,14,0.269,4,-1,8,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"SL",9,"1","1",3,"1","1",1,0,0,0,-1,1.8,2,0.083,0,1,2,2,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",17,"1","1",4,"0","0",2,0,0,0,0,4.56,1,0.088,0,1,6,4,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",4,"1","1",1,"1","2",1,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"FF",18,"1","1",6,"0","1",0,0,0,0,3,4.57,1,0.375,0,1,7,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"FF",25,"1","1",7,"0","1",1,0,0,0,2,4.6,24,0.27,3,-1,6,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"SL",15,"1","0",4,"1","1",1,0,0,0,2,4.6,16,0.236,4,-1,6,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"FF",23,"1","0",5,"1","1",0,0,0,0,-5,4.29,8,0.234,2,1,9,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"SL",4,"1","1",1,"0","2",2,0,0,0,-1,1.83,27,0.283,2,-1,5,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"SL",34,"1","1",9,"1","1",0,1,0,0,5,2.2,14,0.222,5,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"FT",11,"1","0",4,"1","1",0,1,0,0,1,2.71,0,0.286,0,1,9,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FT",21,"1","1",5,"2","1",0,0,0,0,0,1.5,6,0.152,2,-1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FF",8,"1","1",2,"0","2",2,0,0,0,-1,2.72,28,0.238,5,-1,3,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",13,"1","1",4,"2","2",1,0,0,0,1,3.33,68,0.307,22,1,6,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",2,"1","1",1,"0","0",0,0,0,0,0,4.67,12,0.308,5,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FT",24,"1","0",7,"1","0",1,0,0,0,1,1.77,17,0.247,6,-1,4,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"SL",22,"1","0",5,"2","1",1,1,0,0,7,4.64,11,0.262,5,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"FF",3,"1","0",1,"0","0",0,0,1,0,-1,4.78,28,0.229,9,-1,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",19,"1","1",5,"0","0",1,0,0,0,4,2.2,21,0.291,9,1,2,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SL",7,"1","1",2,"1","0",1,0,0,0,1,4.56,38,0.247,5,1,6,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FF",18,"1","1",5,"0","1",2,0,0,0,1,4.44,3,0.22,1,-1,8,6,8,9,0,0,0,1,0,0,0,1,0,0,0,0,0
"FF",27,"1","1",6,"0","2",2,1,1,0,1,0,1,0.037,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FT",22,"1","0",6,"3","1",1,1,0,0,2,2.34,38,0.234,12,1,7,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FF",7,"1","1",2,"0","2",0,1,0,0,-1,2.71,31,0.307,5,-1,10,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",12,"1","1",2,"0","0",1,0,0,0,-5,4.67,25,0.274,4,-1,5,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",2,"1","0",1,"0","1",1,0,0,0,0,2.64,34,0.254,6,1,9,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"SL",1,"1","0",1,"0","2",0,0,0,0,0,3.82,7,0.286,2,-1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FT",13,"1","1",4,"0","0",2,0,0,0,1,1.8,16,0.28,5,1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",14,"1","0",4,"2","0",0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FF",18,"1","1",5,"0","1",1,0,0,0,4,4.67,0,0.111,0,1,2,1,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0
"FF",2,"1","1",1,"0","2",1,0,0,0,0,4.38,119,0.305,38,1,10,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"SL",21,"1","1",4,"0","0",2,1,0,0,-4,4.67,25,0.274,4,-1,5,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SL",20,"1","1",6,"1","2",0,0,0,0,5,1.92,13,0.325,5,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"FF",26,"1","0",8,"3","1",0,0,0,0,3,4.87,13,0.199,1,1,4,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"SL",21,"1","1",6,"0","2",2,0,0,0,2,4.32,14,0.249,1,1,8,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"SL",10,"1","0",2,"1","2",2,1,1,1,0,4.94,0,0,0,1,5,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"SL",22,"1","1",6,"1","1",1,0,0,0,5,2.57,52,0.278,11,-1,8,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FT",2,"1","0",1,"2","0",0,0,0,0,0,1.8,10,0.298,4,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FT",15,"1","0",4,"0","0",1,0,0,0,7,4.64,1,0.077,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FT",12,"1","1",4,"0","1",0,1,0,0,2,4.87,37,0.26,11,1,4,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"FT",10,"1","0",3,"1","2",1,0,0,0,4,4.6,26,0.309,8,-1,6,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"FF",6,"1","0",2,"1","1",1,0,0,0,0,4.94,5,0.196,0,1,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"FT",21,"1","0",6,"2","1",1,1,0,0,2,2.34,34,0.302,7,1,7,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"FF",10,"1","0",3,"2","2",0,0,0,0,-1,4.2,42,0.332,3,-1,10,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",12,"1","1",3,"0","0",1,0,0,0,1,1.92,36,0.382,14,1,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FT",27,"1","0",8,"1","2",2,1,1,0,1,4.34,10,0.161,3,1,10,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"SL",16,"1","1",5,"0","1",0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"FF",5,"1","1",1,"0","0",1,1,0,0,-1,2.29,19,0.285,2,-1,8,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",6,"1","0",2,"2","1",0,1,0,0,0,2.77,4,0.219,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FF",5,"1","0",1,"1","2",2,1,1,0,0,1.92,32,0.318,9,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FF",18,"1","0",4,"0","0",2,1,0,1,1,4.38,0,0.167,0,1,10,7,14,7,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",18,"1","1",5,"1","1",2,0,0,0,-1,2.73,1,0.158,0,1,1,4,4,3,0,0,0,1,0,0,0,0,0,0,1,0,0
"SL",21,"1","1",4,"1","1",0,0,0,0,-5,2.29,42,0.272,7,-1,8,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"FF",8,"1","0",3,"2","2",0,0,0,0,2,2.92,4,0.224,0,-1,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"SL",8,"1","1",3,"0","1",1,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"SL",12,"1","1",3,"2","1",1,0,0,0,-2,1.5,6,0.152,2,-1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"SL",25,"1","1",7,"2","1",1,0,0,0,2,0,2,0.25,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"FF",21,"1","1",6,"0","1",1,0,0,0,0,4.87,32,0.249,2,1,4,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FF",6,"1","0",2,"1","2",1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"FF",20,"1","0",6,"3","2",1,0,0,0,-1,2.41,26,0.249,8,1,6,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"FT",2,"1","0",1,"2","1",0,0,0,0,-1,1.83,23,0.281,5,-1,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FF",11,"1","1",4,"0","0",0,0,0,0,0,2.92,55,0.311,13,1,10,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",23,"1","1",7,"2","1",0,0,0,0,1,4.87,36,0.271,6,1,4,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FT",14,"1","1",2,"3","1",2,1,1,0,-4,2.29,19,0.285,2,-1,8,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",1,"1","0",1,"0","0",0,0,0,0,0,3.91,23,0.25,12,-1,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",26,"1","1",7,"2","1",2,0,0,0,2,2.41,0,0,0,-1,6,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",15,"1","0",4,"2","2",0,1,1,0,4,2.77,4,0.219,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"SL",23,"1","0",5,"1","0",1,1,0,0,1,4.74,6,0.182,1,-1,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"FF",2,"1","1",1,"0","0",1,0,0,0,0,2.34,18,0.29,2,1,7,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FT",2,"1","0",1,"1","0",0,0,0,0,0,4.16,4,0.25,2,1,10,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FF",5,"1","1",2,"0","1",1,0,0,0,1,4.33,14,0.245,5,1,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FT",22,"1","0",6,"3","2",0,0,0,0,-1,2.31,35,0.3,8,-1,6,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FT",14,"1","0",4,"1","1",1,0,0,0,0,4.78,23,0.261,6,-1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"SL",6,"1","1",1,"2","2",2,1,1,1,0,4.44,13,0.242,5,-1,8,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FT",9,"1","0",3,"0","1",2,0,0,0,3,2.34,0,0.294,0,1,7,5,1,4,0,0,0,1,0,0,0,1,0,0,0,0,0
"FF",1,"1","0",1,"0","2",0,0,0,0,0,2.34,11,0.236,1,1,7,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"SL",7,"1","1",3,"1","1",0,0,0,0,4,2.41,20,0.224,5,-1,6,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"FF",8,"1","1",2,"3","2",2,0,0,0,0,4.6,2,0.253,0,-1,6,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"SL",12,"1","0",3,"2","2",0,0,0,0,-2,3.71,9,0.339,1,-1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FF",21,"1","1",6,"1","0",0,0,0,0,1,3.12,34,0.247,17,-1,4,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FF",4,"1","0",1,"2","2",1,0,1,0,-2,3,6,0.2,1,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"FT",13,"1","0",4,"2","2",1,0,0,0,0,1.8,14,0.235,3,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"FF",13,"1","1",4,"0","1",1,1,0,0,1,3.12,45,0.263,14,-1,4,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FF",12,"1","1",4,"0","0",0,0,0,0,-1,1.83,44,0.307,11,-1,5,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SL",26,"1","1",6,"0","2",1,1,0,0,2,2.64,5,0.24,0,1,9,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"FF",22,"1","0",6,"0","2",2,0,1,0,2,4.57,60,0.303,11,1,7,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"FF",12,"1","1",3,"3","1",0,0,0,0,0,4.74,33,0.25,8,-1,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"FT",14,"1","0",4,"1","1",2,0,0,0,7,2.57,25,0.249,5,-1,8,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"SL",26,"1","0",5,"0","0",2,1,0,0,-5,3.82,8,0.254,4,-1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FT",14,"1","0",4,"0","0",0,1,0,0,-2,1.77,26,0.268,8,-1,4,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FT",24,"1","0",6,"2","0",0,1,0,0,-1,4.2,24,0.268,10,-1,10,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"SL",14,"1","0",4,"0","0",0,0,0,0,-1,1.93,9,0.232,2,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",11,"1","1",3,"2","2",1,0,0,0,-2,4.78,27,0.246,6,-1,4,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",19,"1","1",6,"1","2",0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"FF",8,"1","1",2,"0","0",2,1,0,0,-1,1.5,4,0.282,1,-1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SL",5,"1","0",2,"0","2",0,0,0,0,0,1.5,4,0.2,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",18,"1","1",4,"0","0",2,1,0,0,1,4.94,6,0.231,1,1,5,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SL",4,"1","1",2,"1","1",0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FF",14,"1","1",4,"2","0",0,1,0,0,2,4.6,16,0.252,5,-1,6,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"FF",4,"1","0",1,"0","0",2,1,0,0,0,3.82,25,0.284,10,-1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",12,"1","1",3,"0","0",2,0,1,0,-1,2.31,33,0.276,6,-1,6,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",17,"1","1",4,"0","0",2,1,1,0,3,2.2,4,0.154,0,1,2,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",17,"1","1",5,"1","0",0,0,0,0,3,1.92,12,0.275,0,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FF",9,"1","1",3,"0","0",1,0,0,0,-1,1.83,0,0.091,0,-1,5,3,1,7,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",3,"1","0",1,"0","1",2,0,0,0,0,4.53,60,0.296,21,1,6,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FF",9,"1","1",3,"0","0",1,1,0,0,0,4.59,2,0.154,1,1,7,6,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SL",13,"1","0",2,"1","2",1,1,0,0,-3,4.49,60,0.24,22,-1,6,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"SL",10,"1","0",2,"2","1",1,1,0,0,1,4.74,12,0.426,0,-1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"SL",11,"1","0",4,"0","0",0,1,0,0,1,4.33,14,0.306,2,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FT",28,"1","0",7,"1","0",0,1,0,0,-6,1.89,40,0.296,11,-1,6,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"SL",35,"1","0",9,"0","1",0,1,0,0,5,2.2,0,0.233,0,1,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"FF",5,"1","1",1,"3","2",2,1,0,1,0,4.56,21,0.26,4,1,6,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FF",2,"1","1",1,"0","1",1,0,0,0,0,3.12,73,0.25,22,-1,4,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"FF",20,"1","1",5,"0","2",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",4,"1","0",1,"0","0",2,1,0,0,0,2.31,35,0.3,8,-1,6,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SL",7,"1","1",3,"1","0",0,0,0,0,2,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"SL",8,"1","1",3,"1","2",0,0,0,0,1,4.87,16,0.331,1,1,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"SL",20,"1","1",5,"2","2",0,1,0,0,1,0,5,0.325,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"SL",6,"1","1",1,"1","2",2,1,1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"SL",10,"1","1",3,"1","2",0,0,0,0,0,2.2,21,0.291,9,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"SL",13,"1","0",3,"0","0",0,1,0,0,-3,1.89,36,0.283,10,-1,6,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FT",15,"1","0",4,"2","2",2,0,0,0,-1,1.47,6,0.18,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FF",27,"1","1",6,"1","2",2,1,1,0,2,2.64,18,0.178,4,1,9,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",24,"1","1",6,"2","2",0,1,1,0,0,4.62,46,0.312,9,-1,9,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"FT",1,"1","0",1,"3","2",0,0,0,0,0,4.87,13,0.255,3,1,4,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"SL",2,"1","1",1,"1","1",1,0,0,0,0,2.34,18,0.29,2,1,7,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FT",19,"1","0",4,"0","1",0,0,0,0,-5,4.29,27,0.277,6,1,9,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"FF",23,"1","0",7,"2","2",0,1,0,0,0,2.71,37,0.248,10,1,9,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"FF",3,"1","1",1,"0","2",1,0,0,0,-1,1.83,44,0.307,11,-1,5,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FT",1,"1","0",1,"0","0",0,0,0,0,0,1.8,7,0.306,0,1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",14,"1","1",3,"0","0",1,1,0,1,-4,1.89,13,0.318,4,-1,6,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",2,"1","0",1,"0","2",0,0,0,0,-1,2.29,35,0.293,7,-1,8,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"SL",8,"1","1",2,"1","2",2,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",20,"1","0",6,"2","1",0,0,0,0,0,1.83,23,0.281,5,-1,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"SL",25,"1","0",6,"2","2",1,0,0,0,0,4.94,11,0.254,4,1,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"SL",10,"1","0",3,"1","2",2,0,0,0,1,2.64,19,0.23,3,1,9,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FF",6,"1","1",1,"0","2",2,1,1,1,0,4.44,13,0.242,5,-1,8,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FT",12,"1","0",3,"1","1",1,0,0,0,-2,2.71,70,0.262,15,-1,10,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FT",23,"1","0",5,"1","0",0,0,0,0,-5,4.29,8,0.234,2,1,9,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"SL",5,"1","1",2,"2","2",0,0,0,0,0,2.31,14,0.253,2,-1,6,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"SL",11,"1","0",2,"0","0",2,0,0,0,-3,4.29,54,0.271,12,1,9,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",21,"1","1",5,"1","2",2,1,0,0,-2,4.53,40,0.294,7,1,6,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FT",4,"1","1",1,"2","1",0,1,1,0,0,3.71,7,0.283,1,-1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",8,"1","1",2,"2","2",1,1,0,0,-1,1.93,1,0.267,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"SL",8,"1","1",3,"2","1",0,0,0,0,2,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",10,"1","0",3,"1","1",0,0,0,0,-1,4.2,42,0.332,3,-1,10,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"FF",27,"1","1",8,"0","0",0,1,0,0,2,4.87,11,0.21,2,1,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",12,"1","1",3,"0","0",0,0,0,0,0,4.74,33,0.25,8,-1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SL",23,"1","1",6,"2","1",2,0,0,0,2,2.41,45,0.265,13,-1,6,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"SL",16,"1","1",4,"1","1",2,0,0,0,-1,1.93,4,0.31,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FF",7,"1","1",3,"0","0",0,0,0,0,3,2.34,13,0.206,4,1,7,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SL",15,"1","1",5,"0","0",2,0,0,0,1,4.34,29,0.236,8,1,10,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SL",9,"1","1",3,"1","2",2,0,0,0,1,4.34,1,0.1,0,1,10,7,6,2,0,0,0,1,0,0,0,0,0,0,0,1,0
"FF",3,"1","1",1,"0","0",2,0,0,0,0,4.71,40,0.283,11,-1,6,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",12,"1","0",3,"1","1",0,0,0,0,0,0,0,0.148,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"FF",12,"1","1",4,"1","1",0,0,0,0,1,3.01,71,0.292,28,1,5,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",1,"1","0",1,"0","1",0,0,0,0,0,1.8,5,0.22,0,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"SL",5,"1","0",2,"2","2",0,0,0,0,-1,4.91,21,0.299,6,-1,4,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"FT",23,"1","0",6,"1","1",0,0,0,0,2,4.71,16,0.25,2,-1,6,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"FF",10,"1","0",3,"1","1",1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"SL",16,"1","1",4,"0","0",2,0,0,0,2,4.6,24,0.27,3,-1,6,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FT",7,"1","1",2,"1","1",0,0,0,0,1,4.74,6,0.233,0,-1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FT",4,"1","0",1,"3","1",1,0,1,0,0,4.6,24,0.218,8,-1,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"FF",7,"1","1",2,"0","0",0,0,0,0,0,4.87,26,0.233,8,1,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",14,"1","1",4,"0","0",0,0,0,0,1,4.38,64,0.241,19,1,10,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SL",25,"1","1",6,"0","0",1,1,1,0,-1,4.2,46,0.255,10,-1,10,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FT",7,"1","0",2,"2","1",1,0,0,0,0,4.94,11,0.254,4,1,5,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"FT",20,"1","1",6,"0","0",0,0,0,0,5,1.92,13,0.325,5,1,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",16,"1","1",5,"0","0",1,0,0,0,1,3.33,48,0.223,12,1,6,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",5,"1","0",2,"3","1",0,0,0,0,0,2.64,17,0.213,3,1,9,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"FF",25,"1","1",7,"0","0",2,0,0,0,0,2.73,17,0.25,4,1,1,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",18,"1","0",5,"0","0",1,0,0,0,3,4.71,0,0,0,-1,6,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",7,"1","0",2,"1","1",1,0,0,0,0,3.01,27,0.264,6,1,5,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FF",17,"1","1",5,"0","1",0,0,0,0,2,2.41,0,0,0,-1,6,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"FF",13,"1","0",4,"3","1",0,0,0,0,4,4.6,52,0.299,15,-1,6,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",7,"1","0",1,"2","0",1,1,1,0,-1,1.71,17,0.244,4,-1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
